5.045.583,6.647.485,6.724.097,7.685.446,8.467.434,9.427.083,9.671.001,10.745.163,13.780.726,13.804.314,13.950.183,15474.47,15.598.549,16.722.359,17301.42,17.328.427,clase
3.42,0,12.61,3.28,0,0,0,0,0.1,0.06,0,0,0,0.11,0,0,0
2.23,0,0,4.19,0,0.41,0,0,0,0,0,0,0,0,0,0,1
3.39,0.43,0,1.21,0,0,0,0,0.06,0,0,0,0,0.03,0.03,0,1
0,0,0,23.92,0,0.13,0.1,0,0,0.07,0,0,0,0,0,0,0
0,0,11.8,0,0,0,0,0,0,0.21,0,0,0.11,0.06,0,0,0
3.08,0,10.7,6.37,0,0,0,0,0,0.06,0,0,0,0.04,0,0,0
0,0,0,12.95,0,0,0,0,0,0,0,0,0,0.03,0,0,0
4.3,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.86,11.46,0,0,0,0.17,0,0,0,0,0,0.05,0,0,0,0
2.28,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,1
2.98,0,0,14.35,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.35,0,0,0,0,0,0,0.09,0,0,0,0,0,1
5.009,0,0,3.607,0,0,0,0.237,0,0,0,0,0.195,0,0,0,0
0,0,0,51.989,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.424,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,27.22,0,0,0,0,0,0,0,0,0,0,0.067,0,1
0,0,0,41.444,0,0,0,0,0,0,0,0,0,0,0,0.062,1
0,0,6.291,4.664,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.15,0,0,0.042,0.056,0,0,0,0
0,0,0,42.024,0,0,0,0.174,0,0,0,0,0,0,0.038,0,1
0,0,0,23.818,0,0,0,0.215,0,0,0,0,0,0,0,0,0
0,0,0,10.244,1.474,0,0,0,0,0,0,0,0,0,0,0,1
0.978,0,0,85.617,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5.685,0,0,0,0.167,0,0,0,0,0,0,0,0,1
1.78,0,0,2.166,0,0,0,0,0,0,0,0,0.079,0,0,0,0
0,0,0,1.204,2.619,0,0,0,0,0,0,0.106,0.141,0.09,0,0,0
0,0,5.056,0,0,0,0,0,0.13,0,0,0,0,0,0,0,1
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.049,1
1.946,0,4.819,0,0,0,0,0,0,0,0,0.05,0.071,0,0,0,0
0,0,0,23.027,0,0,0,0.186,0,0,0.091,0,0,0,0,0,1
1.986,0,6.687,29.003,0,0,0,0.187,0,0,0,0,0,0,0,0,1
3.284,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.731,28.536,0.592,0,0,0,0,0,0.128,0,0,0,0.061,0,1
0,0.482,4.238,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,5.781,22.619,0,0,0,0,0,0,0.099,0,0,0,0.049,0,1
0,0,7.477,0.754,3.88,0,0,0,0,0,0,0.193,0.304,0,0,0,0
0,1.116,4.308,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,94.27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.256,0.16,0,0,0,0,0,0,0,0
7.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.22,1.274,0,0,3.761,0,0,0,0,0,0,0.276,0,0,0,0,0
4.954,0,0,0,3.59,0,0,0,0,0,0,0,0.051,0,0,0,0
0,0,0,80.482,0,0,0,0,0,0,0.113,0,0.172,0,0.053,0.106,1
4.048,1.128,7.233,0,0,0,0,0.132,0,0.081,0,0.087,0.092,0.046,0,0,0
2.767,0.797,4.648,0,0,0,0,0.269,0,0,0,0.056,0,0.038,0,0,0
3.352,0,0,11.493,0,0,0,0,0,0,0,0,0,0,0,0,1
3.33,0,5.059,0,0,0,0,0,0.053,0,0,0,0,0,0,0,1
2.79,1.108,6.271,0,2.235,0,0,0,0.07,0,0,0.043,0,0.032,0,0,0
3.514,1.42,7.279,0,0,0,0,0.222,0.087,0,0,0,0,0,0,0,0
0,0,5.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.14,0,6.371,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0
0,0,0,0,1.994,0,0,0,0,0.085,0,0,0.069,0,0,0,0
0,0,0,5.157,1.236,0,0,0.174,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4.107,0,0,0,0,0,0,0,0,0.284,0,0,0,1
0,0,0,10.763,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,16.278,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,7.534,0,4.485,0,0,0,0.121,0,0,0,0,0,0,0,0
0,0,5.717,0,2.767,0,0,0.446,0,0.107,0,0.194,0.276,0,0,0,0
2.976,0,0,4.064,0,0,0,0,0,0,0,0,0.095,0.067,0,0,0
0,0,5.859,3.673,1.418,0,0,0.157,0,0,0,0,0,0.059,0,0,0
